usage_id,session_id,player_id,ability_id,times_used,enemies_defeated,damage_dealt,minutes_equipped
14633,2438,1303,8,16,21,2544,5
14634,2438,1303,2,18,26,3150,64
14635,2438,1303,2,17,23,2856,80
14636,2438,1303,2,9,7,927,74
14637,2438,1303,3,2,1,218,73
14638,2439,1303,1,17,11,1360,4
14639,2439,1303,2,3,2,336,25
14640,2439,1303,1,14,20,2422,40
14641,2439,1303,6,4,6,720,2
14642,2439,1303,9,5,4,530,19
14643,2439,1303,10,2,2,338,71
14644,2439,1303,11,12,14,1788,49
14645,2440,1303,5,17,12,1496,15
14646,2440,1303,2,6,4,546,5
14647,2440,1303,10,15,20,2430,19
14648,2440,1303,3,11,13,1562,15
14649,2440,1303,1,11,8,990,17
14650,2440,1303,1,14,10,1232,30
14651,2441,1303,2,5,3,470,38
14652,2441,1303,3,5,4,560,31
14653,2441,1303,8,13,10,1222,30
14654,2441,1303,2,8,8,968,14
14655,2441,1303,7,2,2,356,22
14656,2442,1303,1,15,12,1485,63
14657,2442,1303,1,2,2,260,63
14658,2442,1303,8,9,7,846,30
14659,2442,1303,11,6,6,774,25
14660,2442,1303,7,1,1,165,14
14661,2442,1303,8,11,7,957,17
14662,2443,1303,6,5,3,445,29
14663,2443,1303,1,15,10,1245,33
14664,2443,1303,6,2,1,214,66
14665,2443,1303,3,1,1,143,22
14666,2444,1303,3,17,19,2346,13
14667,2444,1303,8,11,8,1045,9
14668,2444,1303,6,4,5,632,29
14669,2444,1303,6,5,6,740,47
14670,2445,1303,4,8,6,760,25
14671,2445,1303,10,2,2,324,10
14672,2445,1303,3,14,12,1470,47
14673,2445,1303,7,18,20,2448,53
14674,2445,1303,3,12,17,2064,26
14675,2445,1303,11,4,3,388,34
14676,2445,1303,9,14,18,2198,54
14677,2446,1303,10,4,2,336,45
14678,2446,1303,9,11,9,1177,6
14679,2446,1303,3,4,4,488,25
14680,2446,1303,8,16,22,2736,36
14681,2446,1303,6,20,22,2720,49
14682,2447,1304,12,5,6,785,10
14683,2447,1304,6,17,12,1496,1
14684,2447,1304,2,7,8,1050,41
14685,2447,1304,6,6,5,672,29
14686,2448,1304,2,12,8,1020,65
14687,2448,1304,2,9,11,1341,43
14688,2448,1304,6,2,2,258,7
14689,2448,1304,2,19,28,3420,61
14690,2448,1304,4,18,23,2826,37
14691,2448,1304,6,18,17,2124,36
14692,2449,1304,1,13,16,2002,13
14693,2449,1304,10,19,25,3059,6
14694,2449,1304,6,2,2,248,11
14695,2449,1304,6,4,5,608,9
14696,2450,1304,8,16,18,2224,16
14697,2450,1304,1,18,21,2592,3
14698,2450,1304,2,1,1,100,8
14699,2450,1304,1,13,15,1807,15
14700,2451,1304,4,5,5,625,15
14701,2451,1304,5,4,5,680,50
14702,2451,1304,1,15,19,2325,41
14703,2451,1304,1,8,6,784,24
14704,2451,1304,1,8,6,776,45
14705,2451,1304,2,18,21,2610,51
14706,2451,1304,2,1,1,118,49
14707,2451,1304,1,6,7,852,18
14708,2452,1304,6,4,3,364,21
14709,2452,1304,2,9,8,1071,23
14710,2452,1304,1,10,14,1760,27
14711,2452,1304,7,1,1,166,5
14712,2452,1304,2,18,13,1638,1
14713,2453,1305,6,16,14,1744,1
14714,2453,1305,10,11,8,1012,46
14715,2453,1305,2,13,8,1053,29
14716,2453,1305,1,16,13,1632,4
14717,2453,1305,2,8,10,1288,12
14718,2453,1305,10,10,6,810,19
14719,2453,1305,2,1,1,93,11
14720,2454,1305,11,7,9,1141,40
14721,2454,1305,1,3,2,345,44
14722,2454,1305,2,2,1,180,21
14723,2454,1305,6,9,8,990,11
14724,2454,1305,10,17,19,2295,69
14725,2454,1305,10,14,16,1932,57
14726,2455,1305,10,17,25,3026,26
14727,2455,1305,2,7,10,1239,20
14728,2455,1305,1,10,12,1460,13
14729,2455,1305,3,12,10,1248,11
14730,2455,1305,10,19,25,3116,1
14731,2455,1305,6,16,11,1344,9
14732,2455,1305,7,13,10,1222,61
14733,2456,1305,3,8,10,1272,5
14734,2456,1305,2,13,15,1807,18
14735,2456,1305,8,3,2,357,13
14736,2456,1305,2,11,16,1958,1
14737,2456,1305,4,17,24,2941,6
14738,2457,1305,6,19,21,2565,20
14739,2457,1305,11,15,20,2490,32
14740,2457,1305,1,5,4,555,32
14741,2457,1305,1,19,27,3249,11
14742,2457,1305,6,3,2,333,15
14743,2458,1305,1,13,18,2171,40
14744,2458,1305,6,13,8,1066,23
14745,2458,1305,3,5,5,685,17
14746,2458,1305,10,1,1,126,47
14747,2458,1305,7,20,20,2500,43
14748,2458,1305,5,13,9,1170,28
14749,2458,1305,7,4,3,420,18
14750,2459,1305,1,11,13,1661,7
14751,2459,1305,1,13,10,1313,11
14752,2459,1305,6,9,10,1260,56
14753,2459,1305,1,10,7,870,39
14754,2460,1305,1,14,14,1680,25
14755,2460,1305,1,3,3,390,4
14756,2460,1305,2,10,9,1110,2
14757,2460,1305,10,1,1,136,11
14758,2460,1305,2,13,13,1677,45
14759,2460,1305,1,12,17,2148,46
14760,2461,1305,7,17,15,1802,15
14761,2461,1305,2,13,13,1664,24
14762,2461,1305,6,8,9,1144,16
14763,2461,1305,7,6,5,714,24
14764,2461,1305,1,9,7,909,16
14765,2461,1305,4,3,2,306,18
14766,2461,1305,6,14,20,2492,4
14767,2461,1305,1,17,13,1666,14
14768,2462,1306,6,18,20,2502,29
14769,2462,1306,6,20,19,2320,43
14770,2462,1306,12,17,12,1513,38
14771,2462,1306,2,2,2,264,46
14772,2462,1306,5,6,6,828,23
14773,2462,1306,3,3,4,516,1
14774,2462,1306,2,2,2,302,28
14775,2462,1306,3,7,5,686,21
14776,2463,1306,11,17,12,1513,4
14777,2463,1306,2,6,5,690,59
14778,2463,1306,1,13,13,1612,51
14779,2463,1306,6,18,26,3132,54
14780,2463,1306,10,3,2,309,4
14781,2463,1306,2,4,4,500,17
14782,2463,1306,4,16,19,2304,54
14783,2463,1306,10,10,11,1390,62
14784,2464,1306,2,5,3,410,29
14785,2464,1306,7,8,6,832,13
14786,2464,1306,1,1,1,131,12
14787,2464,1306,7,18,13,1602,7
14788,2464,1306,8,18,23,2790,11
14789,2464,1306,10,5,4,525,11
14790,2464,1306,2,8,8,1008,21
14791,2464,1306,10,6,7,930,1
14792,2465,1306,8,8,11,1360,36
14793,2465,1306,2,20,21,2520,9
14794,2465,1306,2,2,2,246,55
14795,2465,1306,1,9,9,1080,51
14796,2465,1306,1,1,1,173,26
14797,2465,1306,6,14,9,1134,24
14798,2465,1306,5,2,2,308,21
14799,2465,1306,5,9,8,963,38
14800,2466,1306,12,17,15,1887,21
14801,2466,1306,1,12,14,1704,8
14802,2466,1306,1,4,4,528,70
14803,2466,1306,7,13,17,2145,6
14804,2466,1306,1,18,23,2826,24
14805,2466,1306,5,3,2,336,79
14806,2467,1306,10,19,25,3116,13
14807,2467,1306,9,16,20,2400,15
14808,2467,1306,11,12,11,1356,25
14809,2467,1306,11,3,4,522,9
14810,2467,1306,2,18,16,1944,29
14811,2467,1306,10,13,19,2301,40
14812,2467,1306,2,7,6,812,60
14813,2468,1307,6,14,16,1946,18
14814,2468,1307,7,9,9,1107,13
14815,2468,1307,3,3,2,279,11
14816,2468,1307,10,13,16,1963,21
14817,2468,1307,1,14,9,1120,20
14818,2468,1307,11,10,13,1650,2
14819,2469,1307,10,14,9,1162,10
14820,2469,1307,3,18,15,1800,49
14821,2469,1307,10,10,14,1750,61
14822,2469,1307,2,15,14,1755,70
14823,2469,1307,7,5,5,690,64
14824,2469,1307,7,5,5,715,26
14825,2469,1307,1,19,25,3002,55
14826,2470,1307,9,5,3,465,61
14827,2470,1307,2,12,16,1956,51
14828,2470,1307,2,19,26,3192,70
14829,2470,1307,5,7,8,1050,55
14830,2470,1307,5,10,9,1080,89
14831,2470,1307,5,13,15,1898,36
14832,2470,1307,1,10,10,1270,60
14833,2471,1307,10,15,13,1575,71
14834,2471,1307,10,11,14,1771,55
14835,2471,1307,7,19,24,2964,61
14836,2471,1307,6,17,12,1530,45
14837,2471,1307,10,3,2,312,84
14838,2471,1307,1,8,6,800,62
14839,2472,1307,10,13,18,2223,37
14840,2472,1307,8,16,14,1696,58
14841,2472,1307,3,15,20,2505,50
14842,2472,1307,2,14,13,1638,64
14843,2472,1307,1,3,4,498,62
14844,2472,1307,2,8,7,912,5
14845,2472,1307,6,4,5,644,57
14846,2472,1307,8,12,9,1128,12
14847,2473,1307,11,10,9,1150,8
14848,2473,1307,3,5,3,475,5
14849,2473,1307,6,13,19,2340,24
14850,2473,1307,3,14,18,2226,54
14851,2473,1307,10,6,8,1068,59
14852,2473,1307,8,17,23,2873,31
14853,2473,1307,1,6,6,768,27
14854,2474,1307,3,17,14,1734,20
14855,2474,1307,1,19,22,2736,5
14856,2474,1307,7,2,1,170,28
14857,2474,1307,3,20,22,2740,11
14858,2474,1307,3,4,4,508,28
14859,2474,1307,6,10,14,1720,30
14860,2474,1307,8,1,1,89,11
14861,2474,1307,6,18,16,1926,38
14862,2475,1307,2,13,12,1495,25
14863,2475,1307,1,4,4,496,3
14864,2475,1307,1,13,13,1612,11
14865,2475,1307,5,7,5,602,3
14866,2475,1307,2,12,14,1680,45
14867,2475,1307,6,13,16,1924,22
14868,2476,1308,10,2,1,164,25
14869,2476,1308,10,12,17,2064,31
14870,2476,1308,6,10,13,1620,8
14871,2476,1308,2,5,6,805,4
14872,2476,1308,1,1,1,106,19
14873,2477,1308,12,18,20,2502,14
14874,2477,1308,10,3,3,429,1
14875,2477,1308,2,14,15,1862,9
14876,2477,1308,12,1,1,164,13
14877,2477,1308,7,18,14,1710,13
14878,2477,1308,4,13,10,1274,2
14879,2477,1308,1,14,16,1974,2
14880,2478,1308,2,11,13,1584,15
14881,2478,1308,11,13,13,1638,39
14882,2478,1308,6,1,1,175,44
14883,2478,1308,6,4,4,528,43
14884,2478,1308,3,18,25,3006,7
14885,2478,1308,9,14,15,1848,45
14886,2479,1308,5,3,4,501,2
14887,2479,1308,1,8,5,656,24
14888,2479,1308,1,19,20,2432,16
14889,2479,1308,6,9,10,1278,36
14890,2480,1308,1,9,9,1170,1
14891,2480,1308,7,18,14,1764,17
14892,2480,1308,7,10,6,810,48
14893,2480,1308,3,10,8,1060,20
14894,2480,1308,2,4,5,660,30
14895,2480,1308,9,13,14,1742,25
14896,2480,1308,1,20,21,2600,12
14897,2480,1308,1,6,5,660,38
14898,2481,1308,1,19,22,2679,25
14899,2481,1308,1,7,5,679,7
14900,2481,1308,3,17,24,2890,1
14901,2481,1308,11,15,12,1485,25
14902,2481,1308,6,2,2,336,22
14903,2481,1308,6,4,5,636,15
14904,2482,1308,10,2,2,314,3
14905,2482,1308,2,17,12,1547,51
14906,2482,1308,6,16,13,1648,77
14907,2482,1308,10,20,18,2220,2
14908,2482,1308,2,2,1,182,72
14909,2483,1308,1,8,6,752,11
14910,2483,1308,7,15,16,1950,45
14911,2483,1308,10,16,13,1648,24
14912,2483,1308,2,6,7,870,50
14913,2483,1308,10,1,1,169,32
14914,2483,1308,11,17,16,2023,16
14915,2484,1308,2,19,24,2983,21
14916,2484,1308,7,6,5,618,9
14917,2484,1308,6,9,8,1008,26
14918,2484,1308,10,1,1,171,24
14919,2484,1308,3,3,3,372,19
14920,2484,1308,6,5,4,485,2
14921,2484,1308,10,16,17,2064,23
14922,2484,1308,6,18,19,2322,3
14923,2485,1308,1,11,15,1848,38
14924,2485,1308,1,8,6,816,5
14925,2485,1308,8,16,13,1616,18
14926,2485,1308,2,2,2,358,23
14927,2485,1308,1,6,4,522,34
14928,2485,1308,6,18,19,2376,8
14929,2485,1308,8,15,18,2175,1
14930,2485,1308,5,4,3,420,22
14931,2486,1309,1,9,7,891,4
14932,2486,1309,10,12,13,1668,4
14933,2486,1309,7,14,14,1764,37
14934,2486,1309,7,19,16,1957,21
14935,2486,1309,3,16,23,2768,12
14936,2487,1309,1,1,1,169,34
14937,2487,1309,7,19,27,3325,69
14938,2487,1309,7,3,2,264,57
14939,2487,1309,1,3,4,489,30
14940,2487,1309,3,6,8,1014,56
14941,2487,1309,7,13,15,1846,12
14942,2487,1309,2,16,13,1648,64
14943,2487,1309,1,5,7,865,38
14944,2488,1309,1,1,1,148,7
14945,2488,1309,1,7,6,721,1
14946,2488,1309,7,19,14,1729,10
14947,2488,1309,7,4,5,612,8
14948,2488,1309,5,9,6,792,11
14949,2488,1309,8,8,6,728,3
14950,2488,1309,7,17,22,2652,6
14951,2489,1309,1,19,22,2641,5
14952,2489,1309,5,17,19,2380,6
14953,2489,1309,5,15,11,1335,7
14954,2489,1309,10,2,1,236,5
14955,2489,1309,10,17,19,2380,13
14956,2490,1309,1,16,22,2656,15
14957,2490,1309,6,10,8,1000,15
14958,2490,1309,10,2,2,314,15
14959,2490,1309,5,12,9,1188,12
14960,2490,1309,2,19,25,3021,3
14961,2490,1309,1,17,17,2057,10
14962,2490,1309,10,8,6,760,15
14963,2490,1309,6,9,8,1008,11
14964,2491,1309,2,6,8,990,8
14965,2491,1309,1,9,6,765,6
14966,2491,1309,2,18,24,2934,17
14967,2491,1309,11,11,8,968,1
14968,2491,1309,5,20,16,1980,21
14969,2491,1309,8,15,11,1380,1
14970,2492,1309,2,11,10,1221,11
14971,2492,1309,2,20,22,2700,37
14972,2492,1309,6,13,18,2197,2
14973,2492,1309,5,15,20,2505,18
14974,2492,1309,9,11,10,1232,64
14975,2492,1309,10,16,16,1952,31
14976,2492,1309,10,18,14,1710,58
14977,2493,1310,1,16,19,2352,6
14978,2493,1310,8,4,2,324,43
14979,2493,1310,10,14,11,1386,8
14980,2493,1310,11,17,21,2584,31
14981,2493,1310,2,10,11,1330,38
14982,2494,1310,5,3,4,507,23
14983,2494,1310,6,3,3,387,19
14984,2494,1310,6,20,13,1640,32
14985,2494,1310,1,9,8,1035,22
14986,2494,1310,1,13,12,1508,37
14987,2494,1310,10,8,11,1400,2
14988,2494,1310,2,14,10,1232,40
14989,2495,1310,8,10,8,1000,11
14990,2495,1310,1,14,16,1946,4
14991,2495,1310,6,2,2,256,23
14992,2495,1310,10,10,11,1420,7
14993,2495,1310,6,1,1,178,17
14994,2495,1310,3,7,7,861,18
14995,2496,1310,1,9,7,954,43
14996,2496,1310,6,12,9,1128,31
14997,2496,1310,1,3,4,513,53
14998,2496,1310,7,12,11,1368,26
14999,2496,1310,1,6,5,690,54
15000,2497,1310,1,20,23,2860,36
15001,2497,1310,4,7,9,1148,32
15002,2497,1310,8,16,18,2256,11
15003,2497,1310,7,10,9,1090,37
15004,2497,1310,12,4,4,576,33
15005,2497,1310,5,9,7,882,30
15006,2498,1310,7,14,14,1680,14
15007,2498,1310,2,12,12,1512,24
15008,2498,1310,1,20,16,2000,17
15009,2498,1310,2,7,6,798,16
15010,2498,1310,3,20,21,2620,10
15011,2498,1310,7,9,8,1071,1
15012,2498,1310,3,17,22,2652,19
15013,2499,1310,1,17,14,1768,26
15014,2499,1310,6,1,1,160,36
15015,2499,1310,1,4,5,648,43
15016,2499,1310,9,16,13,1632,8
15017,2499,1310,6,19,23,2831,47
15018,2499,1310,1,1,1,101,3
15019,2500,1310,6,11,12,1507,6
15020,2500,1310,6,18,20,2412,4
15021,2500,1310,3,2,1,178,18
15022,2500,1310,9,3,3,462,4
15023,2500,1310,10,8,11,1424,14
15024,2500,1310,6,2,2,336,14
15025,2500,1310,6,18,12,1512,12
15026,2501,1310,1,16,18,2272,8
15027,2501,1310,2,8,6,760,17
15028,2501,1310,8,10,12,1550,15
15029,2501,1310,9,3,3,387,8
15030,2501,1310,1,17,17,2040,12
15031,2501,1310,3,8,7,872,14
15032,2502,1311,2,3,3,429,11
15033,2502,1311,6,5,3,465,2
15034,2502,1311,10,6,7,888,10
15035,2502,1311,1,1,1,169,6
15036,2502,1311,1,5,5,690,2
15037,2503,1311,1,15,20,2400,14
15038,2503,1311,6,11,11,1408,5
15039,2503,1311,2,7,4,588,9
15040,2503,1311,3,15,16,1965,17
15041,2503,1311,5,9,7,945,9
15042,2503,1311,8,13,12,1495,11
15043,2503,1311,4,20,20,2420,9
15044,2503,1311,3,7,8,987,7
15045,2504,1311,2,1,1,114,30
15046,2504,1311,1,13,10,1287,16
15047,2504,1311,2,6,6,756,16
15048,2504,1311,7,2,1,190,9
15049,2505,1311,6,1,1,176,1
15050,2505,1311,1,5,6,775,45
15051,2505,1311,1,16,21,2624,65
15052,2505,1311,1,16,23,2768,38
15053,2506,1311,3,14,19,2282,16
15054,2506,1311,3,16,11,1344,41
15055,2506,1311,2,8,10,1288,43
15056,2506,1311,3,15,21,2550,24
15057,2506,1311,1,8,8,1016,16
15058,2506,1311,10,12,17,2088,17
15059,2507,1311,6,10,11,1380,26
15060,2507,1311,2,2,2,316,32
15061,2507,1311,2,19,12,1520,6
15062,2507,1311,6,13,10,1209,15
15063,2507,1311,2,4,4,508,7
15064,2508,1311,6,10,7,870,2
15065,2508,1311,2,17,22,2669,26
15066,2508,1311,3,14,9,1120,18
15067,2508,1311,2,19,20,2413,9
15068,2508,1311,6,20,20,2400,13
15069,2508,1311,7,19,22,2641,15
15070,2509,1311,1,10,6,820,3
15071,2509,1311,11,11,8,1067,12
15072,2509,1311,6,10,6,830,41
15073,2509,1311,1,1,1,141,28
15074,2510,1311,1,4,3,392,14
15075,2510,1311,3,6,4,510,76
15076,2510,1311,2,9,7,918,24
15077,2510,1311,1,5,4,590,11
15078,2510,1311,6,18,24,2934,47
15079,2510,1311,3,17,19,2380,28
15080,2511,1312,1,15,13,1620,21
15081,2511,1312,4,7,7,903,5
15082,2511,1312,4,15,14,1680,37
15083,2511,1312,4,19,19,2394,14
15084,2511,1312,7,12,10,1200,21
15085,2512,1312,2,20,25,3060,22
15086,2512,1312,1,9,6,837,19
15087,2512,1312,2,2,1,232,16
15088,2512,1312,5,5,4,580,16
15089,2512,1312,1,18,21,2610,19
15090,2512,1312,5,13,18,2249,3
15091,2513,1312,10,10,9,1180,48
15092,2513,1312,1,2,2,304,44
15093,2513,1312,2,7,6,777,32
15094,2513,1312,2,16,20,2448,44
15095,2514,1312,11,17,21,2533,1
15096,2514,1312,10,7,8,1071,11
15097,2514,1312,5,11,10,1254,12
15098,2514,1312,1,11,15,1870,22
15099,2514,1312,6,20,21,2580,12
15100,2514,1312,2,2,1,224,16
15101,2515,1312,5,13,16,1950,31
15102,2515,1312,10,2,2,250,13
15103,2515,1312,9,8,7,920,40
15104,2515,1312,12,6,6,828,47
15105,2515,1312,2,16,22,2656,7
15106,2515,1312,1,9,7,918,76
15107,2515,1312,2,8,10,1280,26
15108,2515,1312,3,8,8,1024,70
15109,2516,1312,10,4,2,332,18
15110,2516,1312,2,19,23,2774,3
15111,2516,1312,6,10,10,1290,2
15112,2516,1312,3,7,6,833,41
15113,2516,1312,6,1,1,159,28
15114,2517,1312,6,14,14,1792,7
15115,2517,1312,2,11,13,1573,58
15116,2517,1312,11,19,13,1615,34
15117,2517,1312,2,10,8,1040,54
15118,2517,1312,12,8,6,832,11
15119,2517,1312,6,7,5,623,20
15120,2518,1312,5,4,5,668,2
15121,2518,1312,1,16,18,2240,7
15122,2518,1312,10,18,12,1494,2
15123,2518,1312,10,16,24,2880,18
15124,2519,1313,6,18,26,3222,58
15125,2519,1313,10,14,15,1806,56
15126,2519,1313,4,17,16,2006,26
15127,2519,1313,9,3,3,405,42
15128,2519,1313,1,18,16,1926,29
15129,2519,1313,10,3,4,492,24
15130,2519,1313,4,10,13,1570,6
15131,2519,1313,1,9,6,774,47
15132,2520,1313,2,20,24,2920,39
15133,2520,1313,5,16,21,2624,16
15134,2520,1313,4,10,9,1110,38
15135,2520,1313,2,7,8,994,12
15136,2520,1313,11,17,11,1377,6
15137,2521,1313,5,19,20,2508,10
15138,2521,1313,10,2,1,212,12
15139,2521,1313,9,2,1,200,1
15140,2521,1313,1,20,16,1940,25
15141,2521,1313,6,13,9,1131,55
15142,2521,1313,1,8,9,1152,23
15143,2522,1313,1,4,5,640,35
15144,2522,1313,1,15,20,2490,60
15145,2522,1313,2,3,2,354,11
15146,2522,1313,2,14,11,1358,19
15147,2522,1313,2,14,16,2002,31
15148,2522,1313,7,1,1,112,41
15149,2523,1313,4,2,2,320,6
15150,2523,1313,6,13,12,1495,20
15151,2523,1313,1,11,15,1804,19
15152,2523,1313,3,17,21,2635,12
15153,2524,1313,2,16,16,1968,28
15154,2524,1313,1,16,23,2816,9
15155,2524,1313,1,8,9,1088,23
15156,2524,1313,12,14,14,1736,50
15157,2524,1313,2,7,8,1001,26
15158,2525,1313,5,3,3,477,4
15159,2525,1313,1,1,1,83,11
15160,2525,1313,2,1,1,89,9
15161,2525,1313,3,13,8,1079,25
15162,2525,1313,11,5,5,635,38
15163,2525,1313,2,16,19,2384,31
15164,2525,1313,2,4,3,368,9
15165,2525,1313,7,10,12,1440,19
15166,2526,1313,12,16,14,1792,25
15167,2526,1313,10,5,3,445,23
15168,2526,1313,6,2,2,328,24
15169,2526,1313,10,16,20,2416,24
15170,2526,1313,5,3,2,315,14
15171,2527,1313,6,17,16,1989,25
15172,2527,1313,6,17,22,2720,24
15173,2527,1313,10,20,27,3240,3
15174,2527,1313,6,13,11,1430,23
15175,2528,1313,2,10,10,1240,21
15176,2528,1313,10,12,8,960,19
15177,2528,1313,3,7,6,735,29
15178,2528,1313,1,17,19,2397,2
15179,2528,1313,2,17,14,1700,23
15180,2528,1313,2,6,7,930,18
15181,2528,1313,2,5,5,715,2
15182,2528,1313,2,15,20,2400,22
15183,2529,1314,10,10,10,1290,17
15184,2529,1314,3,19,21,2565,22
15185,2529,1314,5,8,6,736,6
15186,2529,1314,1,12,9,1152,54
15187,2529,1314,1,3,4,480,34
15188,2529,1314,1,19,19,2375,35
15189,2529,1314,5,6,5,630,28
15190,2530,1314,2,17,23,2788,71
15191,2530,1314,11,8,6,784,31
15192,2530,1314,10,4,2,356,32
15193,2530,1314,6,11,15,1870,22
15194,2530,1314,1,9,11,1377,37
15195,2530,1314,2,1,1,106,11
15196,2530,1314,3,18,24,2952,14
15197,2531,1314,9,9,10,1260,2
15198,2531,1314,10,7,5,609,17
15199,2531,1314,1,3,2,345,6
15200,2531,1314,10,15,15,1875,15
15201,2531,1314,11,11,15,1837,9
15202,2532,1314,12,15,22,2655,61
15203,2532,1314,2,7,4,560,5
15204,2532,1314,3,9,10,1296,30
15205,2532,1314,3,15,18,2205,6
15206,2533,1314,1,13,19,2340,23
15207,2533,1314,2,3,3,408,10
15208,2533,1314,8,13,12,1456,10
15209,2533,1314,1,7,7,945,4
15210,2533,1314,10,16,12,1456,20
15211,2533,1314,10,6,5,612,53
15212,2533,1314,6,20,28,3360,52
15213,2533,1314,2,7,5,644,37
15214,2534,1314,2,10,7,920,36
15215,2534,1314,6,11,10,1254,55
15216,2534,1314,1,17,17,2057,47
15217,2534,1314,2,1,1,165,43
15218,2534,1314,6,6,4,492,50
15219,2534,1314,11,15,22,2655,40
15220,2534,1314,3,4,5,676,40
15221,2535,1314,3,18,23,2790,14
15222,2535,1314,2,19,26,3211,3
15223,2535,1314,2,4,5,604,16
15224,2535,1314,1,17,19,2346,17
15225,2535,1314,7,11,12,1507,9
15226,2535,1314,6,4,4,536,16
15227,2535,1314,1,11,12,1485,16
15228,2535,1314,1,19,23,2793,14
15229,2536,1315,1,14,17,2100,23
15230,2536,1315,1,18,19,2286,19
15231,2536,1315,6,12,13,1668,79
15232,2536,1315,2,2,1,176,44
15233,2536,1315,10,10,14,1690,11
15234,2536,1315,6,1,1,131,66
15235,2537,1315,1,18,22,2700,83
15236,2537,1315,1,13,17,2158,63
15237,2537,1315,11,18,21,2556,26
15238,2537,1315,2,2,2,302,42
15239,2537,1315,1,9,11,1422,52
15240,2537,1315,10,15,15,1905,59
15241,2538,1315,5,10,6,830,5
15242,2538,1315,1,7,10,1239,24
15243,2538,1315,2,6,8,1002,13
15244,2538,1315,5,20,27,3260,25
15245,2538,1315,6,19,25,3021,12
15246,2538,1315,3,8,10,1288,21
15247,2538,1315,6,12,13,1668,1
15248,2539,1315,11,12,8,1056,21
15249,2539,1315,1,9,12,1440,2
15250,2539,1315,1,17,25,3009,15
15251,2539,1315,8,18,23,2844,22
15252,2539,1315,11,2,1,210,18
15253,2539,1315,1,10,14,1730,15
15254,2539,1315,3,2,1,230,1
15255,2539,1315,6,6,8,1044,14
15256,2540,1315,2,19,28,3420,46
15257,2540,1315,1,14,11,1414,16
15258,2540,1315,10,19,23,2850,47
15259,2540,1315,1,15,12,1440,57
15260,2540,1315,8,2,2,270,51
15261,2541,1315,6,12,15,1836,32
15262,2541,1315,1,1,1,110,30
15263,2541,1315,2,8,9,1120,50
15264,2541,1315,2,2,2,288,50
15265,2541,1315,7,7,4,560,46
15266,2541,1315,3,5,6,760,17
15267,2541,1315,4,15,10,1290,18
15268,2541,1315,10,14,16,1988,10
15269,2542,1315,7,3,3,462,5
15270,2542,1315,3,7,7,959,45
15271,2542,1315,6,1,1,84,18
15272,2542,1315,7,15,12,1470,1
15273,2542,1315,1,17,20,2516,36
15274,2542,1315,7,7,8,1078,29
15275,2542,1315,5,16,10,1280,50
15276,2543,1315,10,11,15,1815,22
15277,2543,1315,10,10,13,1670,23
15278,2543,1315,11,10,9,1110,12
15279,2543,1315,1,5,6,795,28
15280,2544,1315,10,13,15,1820,17
15281,2544,1315,8,2,2,310,12
15282,2544,1315,12,11,16,1969,17
15283,2544,1315,1,1,1,155,33
15284,2545,1316,1,9,7,936,4
15285,2545,1316,10,4,3,472,70
15286,2545,1316,8,7,4,595,43
15287,2545,1316,7,10,10,1240,4
15288,2545,1316,8,18,14,1728,64
15289,2545,1316,6,20,24,2980,51
15290,2545,1316,5,18,13,1656,77
15291,2545,1316,11,9,10,1296,71
15292,2546,1316,2,5,4,505,13
15293,2546,1316,1,18,19,2358,17
15294,2546,1316,1,11,7,891,20
15295,2546,1316,3,15,11,1365,45
15296,2546,1316,12,16,15,1872,9
15297,2546,1316,2,18,22,2682,52
15298,2546,1316,2,2,2,264,28
15299,2547,1316,2,3,2,264,14
15300,2547,1316,6,4,3,400,21
15301,2547,1316,2,4,5,600,4
15302,2547,1316,1,14,10,1204,15
15303,2547,1316,3,4,2,328,19
15304,2547,1316,10,13,17,2054,21
15305,2548,1316,1,18,17,2052,31
15306,2548,1316,1,1,1,100,4
15307,2548,1316,2,3,4,540,20
15308,2548,1316,1,2,2,310,9
15309,2548,1316,2,7,6,721,23
15310,2549,1316,8,17,23,2873,25
15311,2549,1316,2,19,20,2470,48
15312,2549,1316,1,16,13,1632,50
15313,2549,1316,2,15,22,2700,9
15314,2549,1316,8,7,5,616,34
15315,2549,1316,10,19,22,2698,3
15316,2550,1316,2,1,1,106,15
15317,2550,1316,2,10,14,1730,12
15318,2550,1316,3,19,25,3021,3
15319,2550,1316,6,16,14,1680,10
15320,2550,1316,7,3,2,336,5
15321,2550,1316,11,4,3,460,1
15322,2551,1316,11,13,12,1547,77
15323,2551,1316,1,19,12,1539,64
15324,2551,1316,1,17,15,1836,73
15325,2551,1316,2,15,11,1410,29
15326,2551,1316,7,5,4,590,63
15327,2552,1317,1,5,5,600,45
15328,2552,1317,3,4,4,532,47
15329,2552,1317,10,2,1,166,18
15330,2552,1317,10,19,19,2394,53
15331,2552,1317,1,4,3,456,15
15332,2552,1317,6,12,13,1608,20
15333,2552,1317,3,13,11,1391,39
15334,2552,1317,3,17,12,1445,6
15335,2553,1317,2,16,16,2000,19
15336,2553,1317,6,16,21,2544,9
15337,2553,1317,6,11,12,1441,15
15338,2553,1317,2,9,9,1152,14
15339,2553,1317,4,13,14,1768,9
15340,2554,1317,7,4,4,520,19
15341,2554,1317,7,9,6,729,7
15342,2554,1317,1,5,4,500,4
15343,2554,1317,3,9,13,1575,12
15344,2554,1317,1,5,6,830,10
